date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:44:50	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.eot?	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22d41d.eot	(from https://ubg365.github.io/g-switch-3/)
20:44:51	4772/4772	---M--	200	added ('OK')	font/woff	etag:%2263b66a39-12a4%22	https://ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.woff	(from https://ubg365.github.io/g-switch-3/)
20:44:51	0/0	---M--	200	added ('OK')	font/ttf	etag:%2263b66a39-0%22	https://ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.ttf	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.ttf	(from https://ubg365.github.io/g-switch-3/)
20:44:51	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.svg	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/nokiafc22.svg	(from https://ubg365.github.io/g-switch-3/)
20:44:52	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.eot?	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/monsterratd41d.eot	(from https://ubg365.github.io/g-switch-3/)
20:44:52	17484/17484	---M--	200	added ('OK')	font/woff	etag:%2263b66a39-444c%22	https://ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.woff	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.woff	(from https://ubg365.github.io/g-switch-3/)
20:44:52	0/0	---M--	200	added ('OK')	font/ttf	etag:%2263b66a39-0%22	https://ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.ttf	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.ttf	(from https://ubg365.github.io/g-switch-3/)
20:44:53	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2263cf03be-247b%22	https://ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.svg	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/g-switch-3/flixel/fonts/monsterrat.svg	(from https://ubg365.github.io/g-switch-3/)
20:44:53	1921/1921	---M-Z	200	added ('OK')	application/javascript	etag:W/%2263ef482d-781%22	https://ubg365.github.io/js/main.js	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/js/main.js	(from https://ubg365.github.io/g-switch-3/)
20:44:53	92623/92623	---M--	200	added ('OK')	image/png	etag:%2263b7c6e4-169cf%22	https://ubg365.github.io/gun-mayhem-2/gun-mayhem-2.png	C:/Users/viral/Desktop/test/https___ubg365.github.io_/ubg365.github.io/gun-mayhem-2/gun-mayhem-2.png	(from https://ubg365.github.io/gun-mayhem-2/)
